"iso_3166_2_code","census_fips_code","date","retail","grocery","parks","transit","work","residential","country_id","mobility_index"
"",NA,2020-05-01,-46,-39,-41,-38,-59,19,"MOZ",-44.6
"",NA,2020-05-02,-17,2,-28,-20,-1,8,"MOZ",-12.8
"",NA,2020-05-03,-28,-10,-30,-27,5,10,"MOZ",-18
"",NA,2020-05-04,-19,-9,-23,-21,-4,9,"MOZ",-15.2
"",NA,2020-05-05,-23,-13,-24,-24,-10,11,"MOZ",-18.8
"",NA,2020-05-06,-20,-6,-24,-20,-8,11,"MOZ",-15.6
"",NA,2020-05-07,-19,-8,-22,-20,-9,11,"MOZ",-15.6
"",NA,2020-05-08,-23,-6,-27,-19,-5,11,"MOZ",-16
"",NA,2020-05-09,-17,1,-26,-18,6,7,"MOZ",-10.8
"",NA,2020-05-10,-25,-7,-29,-28,9,10,"MOZ",-16
"",NA,2020-05-11,-18,-6,-24,-21,-2,9,"MOZ",-14.2
"",NA,2020-05-12,-22,-11,-25,-22,-6,11,"MOZ",-17.2
"",NA,2020-05-13,-24,-12,-25,-24,-8,10,"MOZ",-18.6
"",NA,2020-05-14,-22,-11,-25,-21,-9,10,"MOZ",-17.6
"",NA,2020-05-15,-23,-8,-26,-21,-5,11,"MOZ",-16.6
"",NA,2020-05-16,-18,-2,-27,-20,6,9,"MOZ",-12.2
"",NA,2020-05-17,-28,-8,-31,-32,8,10,"MOZ",-18.2
"",NA,2020-05-18,-18,-8,-24,-25,-2,10,"MOZ",-15.4
"",NA,2020-05-19,-23,-13,-26,-24,-7,11,"MOZ",-18.6
"",NA,2020-05-20,-19,-7,-24,-21,-8,11,"MOZ",-15.8
"",NA,2020-05-21,-20,-5,-24,-18,-10,11,"MOZ",-15.4
"",NA,2020-05-22,-19,-2,-25,-17,-6,10,"MOZ",-13.8
"",NA,2020-05-23,-13,7,-27,-14,3,8,"MOZ",-8.8
"",NA,2020-05-24,-23,-4,-28,-27,7,8,"MOZ",-15
"",NA,2020-05-25,-12,-1,-22,-17,-3,8,"MOZ",-11
"",NA,2020-05-26,-18,-7,-25,-19,-6,10,"MOZ",-15
"",NA,2020-05-27,-16,-3,-25,-14,-7,10,"MOZ",-13
"",NA,2020-05-28,-15,-3,-24,-15,-8,10,"MOZ",-13
"",NA,2020-05-29,-17,-1,-25,-16,-4,10,"MOZ",-12.6
"",NA,2020-05-30,-12,6,-27,-14,3,7,"MOZ",-8.8
"",NA,2020-05-31,-23,-3,-29,-24,7,10,"MOZ",-14.4
"",NA,2020-06-01,-8,4,-20,-16,0,8,"MOZ",-8
"",NA,2020-06-02,-19,-7,-25,-18,-5,10,"MOZ",-14.8
"",NA,2020-06-03,-18,-4,-24,-18,-5,10,"MOZ",-13.8
"",NA,2020-06-04,-18,-6,-24,-16,-7,10,"MOZ",-14.2
"",NA,2020-06-05,-19,-3,-26,-15,-2,10,"MOZ",-13
"",NA,2020-06-06,-14,2,-29,-18,5,7,"MOZ",-10.8
"",NA,2020-06-07,-23,-7,-31,-27,8,9,"MOZ",-16
"",NA,2020-06-08,-15,-6,-25,-20,1,8,"MOZ",-13
"",NA,2020-06-09,-21,-11,-25,-22,-5,11,"MOZ",-16.8
"",NA,2020-06-10,-19,-8,-25,-19,-5,10,"MOZ",-15.2
"",NA,2020-06-11,-19,-9,-28,-22,-7,10,"MOZ",-17
"",NA,2020-06-12,-23,-11,-29,-25,-5,10,"MOZ",-18.6
"",NA,2020-02-15,3,-1,-12,1,32,1,"MUS",4.6
"",NA,2020-02-16,1,1,12,-4,1,1,"MUS",2.2
"",NA,2020-02-17,-4,-3,7,0,3,0,"MUS",0.6
"",NA,2020-02-18,-1,-3,24,5,-1,-1,"MUS",4.8
"",NA,2020-02-19,-3,-6,27,7,-2,-2,"MUS",4.6
"",NA,2020-02-20,-2,-2,34,-6,-15,-1,"MUS",1.8
"",NA,2020-02-21,-36,-30,43,-32,-63,16,"MUS",-23.6
"",NA,2020-02-22,-1,-1,-4,-7,26,2,"MUS",2.6
"",NA,2020-02-23,-3,-3,8,-10,1,2,"MUS",-1.4
"",NA,2020-02-24,-4,-6,-4,-2,4,0,"MUS",-2.4
"",NA,2020-02-25,0,-4,5,-2,3,0,"MUS",0.4
"",NA,2020-02-26,0,-4,-6,-4,6,0,"MUS",-1.6
"",NA,2020-02-27,3,-3,-15,0,1,0,"MUS",-2.8
"",NA,2020-02-28,2,-1,-16,0,16,0,"MUS",0.2
"",NA,2020-02-29,17,10,-14,2,35,-1,"MUS",10
"",NA,2020-03-01,17,11,-2,2,3,1,"MUS",6.2
"",NA,2020-03-02,7,4,-15,-2,3,1,"MUS",-0.6
"",NA,2020-03-03,7,3,-2,-1,3,0,"MUS",2
"",NA,2020-03-04,4,0,-1,-4,6,0,"MUS",1
"",NA,2020-03-05,5,1,-2,-2,1,0,"MUS",0.6
"",NA,2020-03-06,-2,-3,-9,-1,17,1,"MUS",0.4
"",NA,2020-03-07,1,-3,-30,-4,32,2,"MUS",-0.8
"",NA,2020-03-08,4,2,-24,-14,-1,4,"MUS",-6.6
"",NA,2020-03-09,-2,-2,-23,-7,3,1,"MUS",-6.2
"",NA,2020-03-10,-6,-8,-13,-23,-14,8,"MUS",-12.8
"",NA,2020-03-11,5,-1,1,-18,-10,4,"MUS",-4.6
"",NA,2020-03-12,-24,-31,-15,-41,-67,18,"MUS",-35.6
"",NA,2020-03-13,-28,-15,-41,-34,-10,13,"MUS",-25.6
"",NA,2020-03-14,-3,1,-30,-14,29,4,"MUS",-3.4
"",NA,2020-03-15,2,12,-15,-15,0,4,"MUS",-3.2
"",NA,2020-03-16,-3,5,-20,-8,3,1,"MUS",-4.6
"",NA,2020-03-17,-11,-8,-15,-26,-16,8,"MUS",-15.2
"",NA,2020-03-18,-8,-8,-8,-9,5,0,"MUS",-5.6
"",NA,2020-03-19,-15,37,-26,-30,-21,7,"MUS",-11
"",NA,2020-03-20,-75,-40,-68,-72,-69,32,"MUS",-64.8
"",NA,2020-03-21,-83,-58,-83,-74,-55,26,"MUS",-70.6
"",NA,2020-03-22,-90,-90,-88,-82,-62,24,"MUS",-82.4
"",NA,2020-03-23,-83,-63,-83,-85,-84,36,"MUS",-79.6
"",NA,2020-03-24,-88,-72,-83,-90,-87,38,"MUS",-84
"",NA,2020-03-25,-95,-94,-88,-92,-91,40,"MUS",-92
"",NA,2020-03-26,-92,-90,-85,-91,-89,37,"MUS",-89.4
"",NA,2020-03-27,-92,-87,-84,-90,-87,40,"MUS",-88
"",NA,2020-03-28,-91,-87,-88,-90,-73,30,"MUS",-85.8
"",NA,2020-03-29,-89,-86,-88,-89,-69,24,"MUS",-84.2
"",NA,2020-03-30,-88,-81,-82,-90,-87,37,"MUS",-85.6
"",NA,2020-03-31,-88,-80,-79,-89,-87,37,"MUS",-84.6
"",NA,2020-04-01,-88,-81,-81,-90,-86,37,"MUS",-85.2
"",NA,2020-04-02,-78,-56,-77,-87,-85,34,"MUS",-76.6
"",NA,2020-04-03,-83,-60,-81,-87,-83,38,"MUS",-78.8
"",NA,2020-04-04,-82,-62,-84,-86,-65,27,"MUS",-75.8
"",NA,2020-04-05,-91,-90,-88,-91,-69,24,"MUS",-85.8
"",NA,2020-04-06,-80,-57,-77,-88,-84,35,"MUS",-77.2
"",NA,2020-04-07,-80,-58,-76,-87,-84,35,"MUS",-77
"",NA,2020-04-08,-82,-62,-78,-88,-84,35,"MUS",-78.8
"",NA,2020-04-09,-82,-63,-77,-87,-84,35,"MUS",-78.6
"",NA,2020-04-10,-84,-63,-79,-87,-82,38,"MUS",-79
"",NA,2020-04-11,-83,-63,-83,-86,-63,27,"MUS",-75.6
"",NA,2020-04-12,-90,-90,-87,-90,-66,24,"MUS",-84.6
"",NA,2020-04-13,-81,-61,-79,-87,-84,36,"MUS",-78.4
"",NA,2020-04-14,-80,-61,-76,-88,-83,35,"MUS",-77.6
"",NA,2020-04-15,-82,-65,-79,-88,-82,35,"MUS",-79.2
"",NA,2020-04-16,-80,-61,-74,-85,-82,34,"MUS",-76.4
"",NA,2020-04-17,-83,-63,-77,-86,-79,37,"MUS",-77.6
"",NA,2020-04-18,-84,-69,-84,-86,-59,27,"MUS",-76.4
"",NA,2020-04-19,-91,-92,-86,-90,-64,24,"MUS",-84.6
"",NA,2020-04-20,-81,-65,-76,-87,-80,35,"MUS",-77.8
"",NA,2020-04-21,-80,-65,-74,-87,-81,35,"MUS",-77.4
"",NA,2020-04-22,-82,-68,-75,-87,-80,34,"MUS",-78.4
"",NA,2020-04-23,-81,-66,-75,-87,-81,34,"MUS",-78
"",NA,2020-04-24,-84,-68,-78,-86,-78,37,"MUS",-78.8
"",NA,2020-04-25,-84,-70,-84,-87,-59,27,"MUS",-76.8
"",NA,2020-04-26,-92,-93,-88,-91,-66,24,"MUS",-86
"",NA,2020-04-27,-79,-63,-75,-87,-79,34,"MUS",-76.6
"",NA,2020-04-28,-78,-62,-71,-86,-79,34,"MUS",-75.2
"",NA,2020-04-29,-80,-64,-73,-86,-78,34,"MUS",-76.2
"",NA,2020-04-30,-77,-59,-72,-84,-78,33,"MUS",-74
"",NA,2020-05-01,-84,-67,-78,-89,-83,38,"MUS",-80.2
"",NA,2020-05-02,-79,-62,-80,-83,-52,25,"MUS",-71.2
"",NA,2020-05-03,-92,-92,-88,-91,-63,24,"MUS",-85.2
"",NA,2020-05-04,-75,-56,-72,-84,-76,32,"MUS",-72.6
"",NA,2020-05-05,-74,-57,-69,-83,-76,32,"MUS",-71.8
"",NA,2020-05-06,-75,-60,-69,-83,-74,32,"MUS",-72.2
"",NA,2020-05-07,-75,-58,-69,-82,-75,31,"MUS",-71.8
"",NA,2020-05-08,-77,-58,-71,-81,-71,34,"MUS",-71.6
"",NA,2020-05-09,-76,-60,-76,-79,-45,24,"MUS",-67.2
"",NA,2020-05-10,-89,-91,-83,-88,-57,23,"MUS",-81.6
"",NA,2020-05-11,-73,-56,-69,-81,-70,31,"MUS",-69.8
"",NA,2020-05-12,-73,-55,-67,-81,-71,31,"MUS",-69.4
"",NA,2020-05-13,-75,-60,-69,-81,-68,31,"MUS",-70.6
"",NA,2020-05-14,-73,-58,-70,-80,-69,29,"MUS",-70
"",NA,2020-05-15,-70,-55,-66,-73,-56,29,"MUS",-64
"",NA,2020-05-16,-67,-54,-74,-71,-27,21,"MUS",-58.6
"",NA,2020-05-17,-88,-91,-83,-87,-56,22,"MUS",-81
"",NA,2020-05-18,-56,-45,-63,-66,-51,24,"MUS",-56.2
"",NA,2020-05-19,-57,-46,-60,-66,-52,24,"MUS",-56.2
"",NA,2020-05-20,-57,-48,-61,-66,-50,24,"MUS",-56.4
"",NA,2020-05-21,-54,-43,-63,-62,-52,23,"MUS",-54.8
"",NA,2020-05-22,-58,-42,-63,-62,-41,25,"MUS",-53.2
"",NA,2020-05-23,-57,-42,-72,-63,-12,19,"MUS",-49.2
"",NA,2020-05-24,-86,-88,-82,-82,-45,20,"MUS",-76.6
"",NA,2020-05-25,-54,-42,-61,-64,-48,22,"MUS",-53.8
"",NA,2020-05-26,-51,-41,-57,-63,-45,22,"MUS",-51.4
"",NA,2020-05-27,-52,-42,-58,-63,-43,22,"MUS",-51.6
"",NA,2020-05-28,-48,-36,-57,-59,-44,21,"MUS",-48.8
"",NA,2020-05-29,-51,-33,-55,-58,-34,22,"MUS",-46.2
"",NA,2020-05-30,-50,-35,-65,-56,4,16,"MUS",-40.4
"",NA,2020-05-31,-18,-9,-50,-42,6,7,"MUS",-22.6
"",NA,2020-06-01,-17,-13,-41,-42,-29,13,"MUS",-28.4
"",NA,2020-06-02,-20,-17,-40,-41,-28,14,"MUS",-29.2
"",NA,2020-06-03,-21,-16,-39,-40,-26,14,"MUS",-28.4
"",NA,2020-06-04,-22,-16,-39,-36,-29,14,"MUS",-28.4
"",NA,2020-06-05,-27,-15,-41,-34,-17,14,"MUS",-26.8
"",NA,2020-06-06,-16,-5,-48,-30,19,8,"MUS",-16
"",NA,2020-06-07,-27,-19,-56,-43,-10,7,"MUS",-31
"",NA,2020-06-08,-24,-17,-44,-40,-26,13,"MUS",-30.2
"",NA,2020-06-09,-26,-21,-43,-42,-27,14,"MUS",-31.8
"",NA,2020-06-10,-26,-21,-42,-43,-25,14,"MUS",-31.4
"",NA,2020-06-11,-25,-20,-39,-40,-28,13,"MUS",-30.4
"",NA,2020-06-12,-28,-18,-43,-37,-15,14,"MUS",-28.2
"",NA,2020-02-15,-4,-3,0,-3,2,2,"MYS",-1.6
"",NA,2020-02-16,-6,-4,0,-3,0,2,"MYS",-2.6
"",NA,2020-02-17,-5,-3,-4,-6,2,2,"MYS",-3.2
"",NA,2020-02-18,-8,-7,-8,-9,2,2,"MYS",-6
"",NA,2020-02-19,-6,-4,-3,-7,2,2,"MYS",-3.6
"",NA,2020-02-20,-2,-4,-2,-5,2,1,"MYS",-2.2
"",NA,2020-02-21,-4,-5,-3,-3,5,2,"MYS",-2
"",NA,2020-02-22,-4,-6,2,-1,2,1,"MYS",-1.4
"",NA,2020-02-23,-6,-6,0,-1,0,1,"MYS",-2.6
"",NA,2020-02-24,-4,-4,-5,-6,2,2,"MYS",-3.4
"",NA,2020-02-25,-4,-4,-4,-8,3,1,"MYS",-3.4
"",NA,2020-02-26,-4,-4,-4,-7,3,1,"MYS",-3.2
"",NA,2020-02-27,-3,-3,-3,-4,3,1,"MYS",-2
"",NA,2020-02-28,0,-1,-1,0,6,1,"MYS",0.8
"",NA,2020-02-29,3,1,6,3,2,0,"MYS",3
"",NA,2020-03-01,0,1,4,4,0,0,"MYS",1.8
"",NA,2020-03-02,-1,0,-4,-4,2,1,"MYS",-1.4
"",NA,2020-03-03,-3,-2,-7,-8,3,1,"MYS",-3.4
"",NA,2020-03-04,-2,1,-3,-7,2,2,"MYS",-1.8
"",NA,2020-03-05,-3,-3,-7,-6,2,2,"MYS",-3.4
"",NA,2020-03-06,-2,0,-4,-5,6,1,"MYS",-1
"",NA,2020-03-07,-2,1,-2,-4,2,1,"MYS",-1
"",NA,2020-03-08,-2,1,2,-1,1,1,"MYS",0.2
"",NA,2020-03-09,-3,0,-4,-7,2,1,"MYS",-2.4
"",NA,2020-03-10,-5,-2,-7,-10,2,1,"MYS",-4.4
"",NA,2020-03-11,-5,-1,-7,-10,2,2,"MYS",-4.2
"",NA,2020-03-12,-6,-2,-6,-7,2,2,"MYS",-3.8
"",NA,2020-03-13,-5,1,-5,-2,4,1,"MYS",-1.4
"",NA,2020-03-14,-9,-1,0,-1,-3,2,"MYS",-2.8
"",NA,2020-03-15,-10,-3,6,-2,-9,2,"MYS",-3.6
"",NA,2020-03-16,-3,25,7,-4,-11,2,"MYS",2.8
"",NA,2020-03-17,-5,30,-5,3,-11,1,"MYS",2.4
"",NA,2020-03-18,-56,-14,-32,-36,-50,23,"MYS",-37.6
"",NA,2020-03-19,-67,-24,-45,-58,-56,30,"MYS",-50
"",NA,2020-03-20,-72,-30,-56,-71,-59,35,"MYS",-57.6
"",NA,2020-03-21,-77,-39,-65,-75,-55,32,"MYS",-62.2
"",NA,2020-03-22,-83,-62,-68,-81,-55,31,"MYS",-69.8
"",NA,2020-03-23,-78,-49,-57,-78,-69,38,"MYS",-66.2
"",NA,2020-03-24,-78,-47,-57,-78,-68,37,"MYS",-65.6
"",NA,2020-03-25,-76,-42,-56,-77,-67,37,"MYS",-63.6
"",NA,2020-03-26,-76,-43,-57,-77,-67,38,"MYS",-64
"",NA,2020-03-27,-77,-43,-62,-80,-64,39,"MYS",-65.2
"",NA,2020-03-28,-80,-52,-68,-81,-56,35,"MYS",-67.4
"",NA,2020-03-29,-81,-58,-68,-83,-52,31,"MYS",-68.4
"",NA,2020-03-30,-76,-46,-57,-79,-65,37,"MYS",-64.6
"",NA,2020-03-31,-76,-45,-57,-78,-65,36,"MYS",-64.2
"",NA,2020-04-01,-77,-48,-57,-79,-65,36,"MYS",-65.2
"",NA,2020-04-02,-77,-48,-58,-79,-65,39,"MYS",-65.4
"",NA,2020-04-03,-78,-49,-62,-82,-63,40,"MYS",-66.8
"",NA,2020-04-04,-81,-55,-69,-83,-55,36,"MYS",-68.6
"",NA,2020-04-05,-81,-58,-68,-84,-51,31,"MYS",-68.4
"",NA,2020-04-06,-75,-44,-57,-79,-64,37,"MYS",-63.8
"",NA,2020-04-07,-75,-43,-57,-79,-65,36,"MYS",-63.8
"",NA,2020-04-08,-76,-44,-57,-79,-65,37,"MYS",-64.2
"",NA,2020-04-09,-74,-42,-58,-79,-64,38,"MYS",-63.4
"",NA,2020-04-10,-77,-46,-62,-82,-63,40,"MYS",-66
"",NA,2020-04-11,-78,-49,-68,-82,-53,35,"MYS",-66
"",NA,2020-04-12,-80,-55,-67,-83,-50,31,"MYS",-67
"",NA,2020-04-13,-73,-41,-56,-78,-62,36,"MYS",-62
"",NA,2020-04-14,-74,-44,-56,-78,-63,36,"MYS",-63
"",NA,2020-04-15,-76,-46,-57,-79,-63,38,"MYS",-64.2
"",NA,2020-04-16,-79,-42,-54,-77,-63,39,"MYS",-63
"",NA,2020-04-17,-81,-44,-59,-80,-61,40,"MYS",-65
"",NA,2020-04-18,-84,-56,-69,-82,-53,36,"MYS",-68.8
"",NA,2020-04-19,-84,-58,-68,-83,-49,31,"MYS",-68.4
"",NA,2020-04-20,-78,-45,-56,-78,-61,36,"MYS",-63.6
"",NA,2020-04-21,-78,-44,-56,-77,-61,35,"MYS",-63.2
"",NA,2020-04-22,-79,-44,-56,-77,-60,36,"MYS",-63.2
"",NA,2020-04-23,-75,-37,-56,-76,-60,36,"MYS",-60.8
"",NA,2020-04-24,-81,-44,-63,-82,-61,40,"MYS",-66.2
"",NA,2020-04-25,-83,-50,-69,-82,-51,35,"MYS",-67
"",NA,2020-04-26,-83,-54,-68,-83,-49,31,"MYS",-67.4
"",NA,2020-04-27,-78,-42,-56,-78,-58,36,"MYS",-62.4
"",NA,2020-04-28,-78,-42,-56,-77,-59,34,"MYS",-62.4
"",NA,2020-04-29,-78,-41,-55,-76,-58,34,"MYS",-61.6
"",NA,2020-04-30,-76,-33,-56,-73,-56,35,"MYS",-58.8
"",NA,2020-05-01,-79,-35,-63,-78,-70,41,"MYS",-65
"",NA,2020-05-02,-80,-41,-67,-75,-45,33,"MYS",-61.6
"",NA,2020-05-03,-80,-45,-66,-77,-44,29,"MYS",-62.4
"",NA,2020-05-04,-70,-26,-53,-66,-45,29,"MYS",-52
"",NA,2020-05-05,-68,-23,-52,-64,-45,28,"MYS",-50.4
"",NA,2020-05-06,-66,-18,-50,-61,-44,27,"MYS",-47.8
"",NA,2020-05-07,-64,-15,-50,-64,-59,32,"MYS",-50.4
"",NA,2020-05-08,-65,-19,-53,-62,-39,28,"MYS",-47.6
"",NA,2020-05-09,-66,-23,-59,-61,-31,25,"MYS",-48
"",NA,2020-05-10,-65,-26,-58,-62,-33,21,"MYS",-48.8
"",NA,2020-05-11,-60,-12,-47,-60,-49,27,"MYS",-45.6
"",NA,2020-05-12,-60,-15,-47,-56,-36,23,"MYS",-42.8
"",NA,2020-05-13,-58,-11,-45,-54,-34,23,"MYS",-40.4
"",NA,2020-05-14,-56,-11,-45,-55,-34,22,"MYS",-40.2
"",NA,2020-05-15,-57,-12,-49,-58,-29,22,"MYS",-41
"",NA,2020-05-16,-59,-18,-56,-57,-23,21,"MYS",-42.6
"",NA,2020-05-17,-59,-19,-55,-59,-26,20,"MYS",-43.6
"",NA,2020-05-18,-52,-7,-42,-52,-31,20,"MYS",-36.8
"",NA,2020-05-19,-51,-5,-41,-50,-31,19,"MYS",-35.6
"",NA,2020-05-20,-48,-2,-40,-48,-32,20,"MYS",-34
"",NA,2020-05-21,-47,0,-39,-48,-32,21,"MYS",-33.2
"",NA,2020-05-22,-47,4,-44,-52,-31,21,"MYS",-34
"",NA,2020-05-23,-53,-1,-50,-51,-30,19,"MYS",-37
"",NA,2020-05-24,-66,-47,-34,-55,-43,15,"MYS",-49
"",NA,2020-05-25,-54,-16,-27,-58,-71,28,"MYS",-45.2
"",NA,2020-05-26,-50,-8,-34,-57,-64,27,"MYS",-42.6
"",NA,2020-05-27,-46,-6,-36,-52,-39,21,"MYS",-35.8
"",NA,2020-05-28,-46,-8,-38,-52,-34,21,"MYS",-35.6
"",NA,2020-05-29,-48,-11,-43,-55,-28,22,"MYS",-37
"",NA,2020-05-30,-52,-16,-50,-53,-18,19,"MYS",-37.8
"",NA,2020-05-31,-51,-18,-47,-56,-19,17,"MYS",-38.2
"",NA,2020-06-01,-45,-9,-35,-48,-29,18,"MYS",-33.2
"",NA,2020-06-02,-44,-8,-35,-46,-27,17,"MYS",-32
"",NA,2020-06-03,-43,-7,-34,-46,-26,17,"MYS",-31.2
"",NA,2020-06-04,-44,-9,-36,-47,-26,18,"MYS",-32.4
"",NA,2020-06-05,-43,-8,-38,-50,-21,18,"MYS",-32
"",NA,2020-06-06,-45,-11,-43,-48,-13,16,"MYS",-32
"",NA,2020-06-07,-44,-14,-38,-50,-17,14,"MYS",-32.6
"",NA,2020-06-08,-36,3,-21,-49,-60,24,"MYS",-32.6
"",NA,2020-06-09,-37,-5,-28,-42,-23,14,"MYS",-27
"",NA,2020-06-10,-35,-3,-24,-34,-23,13,"MYS",-23.8
"",NA,2020-06-11,-33,-4,-21,-34,-23,13,"MYS",-23
"",NA,2020-06-12,-36,-8,-26,-35,-20,13,"MYS",-25
"",NA,2020-02-15,-5,-8,2,-8,2,3,"NAM",-3.4
"",NA,2020-02-16,-12,-10,4,-9,-1,2,"NAM",-5.6
"",NA,2020-02-17,-13,-14,-3,-17,6,1,"NAM",-8.2
"",NA,2020-02-18,-15,-14,-6,-11,6,2,"NAM",-8
"",NA,2020-02-19,-13,-14,-5,-15,6,0,"NAM",-8.2
"",NA,2020-02-20,-4,-4,1,-7,6,-1,"NAM",-1.6
"",NA,2020-02-21,-2,-4,-7,-3,11,-2,"NAM",-1
"",NA,2020-02-22,-1,-3,0,-7,4,2,"NAM",-1.4
"",NA,2020-02-23,-6,-5,1,-12,3,1,"NAM",-3.8
"",NA,2020-02-24,-9,-11,-3,-12,10,0,"NAM",-5
"",NA,2020-02-25,-1,0,-1,-4,11,-1,"NAM",1
"",NA,2020-02-26,0,-2,-2,-7,11,-2,"NAM",0
"",NA,2020-02-27,2,3,7,-4,9,-1,"NAM",3.4
"",NA,2020-02-28,13,13,9,4,11,-5,"NAM",10
"",NA,2020-02-29,20,18,16,-1,6,-4,"NAM",11.8
"",NA,2020-03-01,23,24,19,4,8,-4,"NAM",15.6
"",NA,2020-03-02,7,10,10,-7,12,-2,"NAM",6.4
"",NA,2020-03-03,2,5,9,-2,10,-1,"NAM",4.8
"",NA,2020-03-04,4,4,11,-3,10,-1,"NAM",5.2
"",NA,2020-03-05,2,4,8,7,10,-1,"NAM",6.2
"",NA,2020-03-06,5,4,9,5,13,-3,"NAM",7.2
"",NA,2020-03-07,8,3,7,-2,10,0,"NAM",5.2
"",NA,2020-03-08,2,1,7,-10,8,-1,"NAM",1.6
"",NA,2020-03-09,-7,-8,0,-3,8,0,"NAM",-2
"",NA,2020-03-10,-9,-7,0,-3,8,0,"NAM",-2.2
"",NA,2020-03-11,-7,-8,2,-6,8,-1,"NAM",-2.2
"",NA,2020-03-12,-7,-7,-3,0,9,0,"NAM",-1.6
"",NA,2020-03-13,-4,-4,-5,-2,11,-1,"NAM",-0.8
"",NA,2020-03-14,-1,-2,1,-9,6,2,"NAM",-1
"",NA,2020-03-15,-8,-5,-2,-14,3,2,"NAM",-5.2
"",NA,2020-03-16,-8,0,-5,-22,-6,5,"NAM",-8.2
"",NA,2020-03-17,-19,-11,-12,-15,-12,8,"NAM",-13.8
"",NA,2020-03-18,-19,-12,-12,-20,-13,8,"NAM",-15.2
"",NA,2020-03-19,-20,-13,-15,-12,-14,8,"NAM",-14.8
"",NA,2020-03-20,-9,2,-9,-23,-10,6,"NAM",-9.8
"",NA,2020-03-21,-24,-15,-12,-31,-20,8,"NAM",-20.4
"",NA,2020-03-22,-21,-15,-7,-40,-7,5,"NAM",-18
"",NA,2020-03-23,-17,-10,-14,-31,-13,8,"NAM",-17
"",NA,2020-03-24,-16,-4,-16,-27,-14,9,"NAM",-15.4
"",NA,2020-03-25,-1,13,-17,-25,-15,6,"NAM",-9
"",NA,2020-03-26,1,18,-12,-23,-19,5,"NAM",-7
"",NA,2020-03-27,-9,13,-21,-49,-22,10,"NAM",-17.6
"",NA,2020-03-28,-51,-32,-42,-68,-28,18,"NAM",-44.2
"",NA,2020-03-29,-56,-42,-39,-74,-28,16,"NAM",-47.8
"",NA,2020-03-30,-50,-31,-41,-71,-53,26,"NAM",-49.2
"",NA,2020-03-31,-46,-23,-37,-65,-54,24,"NAM",-45
"",NA,2020-04-01,-46,-25,-36,-70,-54,24,"NAM",-46.2
"",NA,2020-04-02,-50,-27,-38,-66,-56,25,"NAM",-47.4
"",NA,2020-04-03,-51,-30,-40,-73,-54,27,"NAM",-49.6
"",NA,2020-04-04,-54,-34,-42,-69,-35,18,"NAM",-46.8
"",NA,2020-04-05,-56,-42,-36,-75,-30,15,"NAM",-47.8
"",NA,2020-04-06,-51,-33,-37,-71,-56,25,"NAM",-49.6
"",NA,2020-04-07,-52,-31,-40,-73,-56,24,"NAM",-50.4
"",NA,2020-04-08,-52,-34,-39,-76,-57,24,"NAM",-51.6
"",NA,2020-04-09,-48,-25,-39,-70,-57,23,"NAM",-47.8
"",NA,2020-04-10,-71,-61,-51,-79,-78,35,"NAM",-68
"",NA,2020-04-11,-55,-32,-41,-71,-38,18,"NAM",-47.4
"",NA,2020-04-12,-59,-43,-37,-76,-33,14,"NAM",-49.6
"",NA,2020-04-13,-69,-57,-50,-80,-79,32,"NAM",-67
"",NA,2020-04-14,-50,-28,-37,-71,-53,23,"NAM",-47.8
"",NA,2020-04-15,-50,-30,-38,-75,-53,24,"NAM",-49.2
"",NA,2020-04-16,-50,-27,-39,-67,-53,24,"NAM",-47.2
"",NA,2020-04-17,-49,-25,-42,-70,-49,26,"NAM",-47
"",NA,2020-04-18,-59,-41,-46,-72,-35,19,"NAM",-50.6
"",NA,2020-04-19,-59,-44,-41,-77,-27,15,"NAM",-49.6
"",NA,2020-04-20,-45,-27,-40,-70,-49,23,"NAM",-46.2
"",NA,2020-04-21,-47,-27,-39,-68,-50,23,"NAM",-46.2
"",NA,2020-04-22,-48,-30,-40,-73,-49,23,"NAM",-48
"",NA,2020-04-23,-49,-31,-42,-66,-49,23,"NAM",-47.4
"",NA,2020-04-24,-44,-25,-43,-69,-45,24,"NAM",-45.2
"",NA,2020-04-25,-43,-21,-38,-67,-25,15,"NAM",-38.8
"",NA,2020-04-26,-49,-31,-36,-72,-22,13,"NAM",-42
"",NA,2020-04-27,-38,-23,-34,-68,-45,22,"NAM",-41.6
"",NA,2020-04-28,-40,-22,-34,-64,-45,20,"NAM",-41
"",NA,2020-04-29,-37,-19,-37,-71,-44,21,"NAM",-41.6
"",NA,2020-04-30,-25,-2,-29,-55,-43,18,"NAM",-30.8
"",NA,2020-05-01,-53,-36,-44,-75,-69,29,"NAM",-55.4
"",NA,2020-05-02,-32,-9,-31,-64,-19,13,"NAM",-31
"",NA,2020-05-03,-41,-24,-32,-72,-16,11,"NAM",-37
"",NA,2020-05-04,-55,-41,-44,-75,-72,29,"NAM",-57.4
"",NA,2020-05-05,-14,3,-23,-44,-21,10,"NAM",-19.8
"",NA,2020-05-06,-13,2,-21,-50,-17,11,"NAM",-19.8
"",NA,2020-05-07,-14,2,-18,-41,-17,11,"NAM",-17.6
"",NA,2020-05-08,-18,0,-22,-45,-13,11,"NAM",-19.6
"",NA,2020-05-09,-18,0,-20,-50,-5,9,"NAM",-18.6
"",NA,2020-05-10,-26,-6,-14,-60,-7,6,"NAM",-22.6
