"","country_id","country","region","X.x","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","X.y","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","X.x.x","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","X.y.y","share_health_ins","X.x.x.x","pandemic_prep","X.y.y.y","pop_den_2018","X.x.x.x.x","life_exp_2017","X.y.y.y.y","resp_disease_prev","X.x.x.x.x.x","detect_index","X.y.y.y.y.y","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","X.x.x.x.x.x.x","health_index","X.y.y.y.y.y.y","respond_index","X","state_fragility","pr","share_older","pop_tot_log","pop_density_log"
"66","FRA","France","Europe & Central Asia",67,1.480526,63.4484443858926,NA,45.4797833012553,66.977107,5770806,7648100,18.0666883273891,59857774930.3435,122.319882597837,22.7605277128497,12.0884793768866,0.00548260284046104,NA,40.310768856443,NA,70,17.9564644444787,9,29.6375,0.0472560000000001,0.0921139200000001,2,0.008,2.534,2.426,2.79,0.854,1.896,0.052,55.6802252731331,18.65597,NA,0,1.05132258123461,5,5,1298,773,841,773,0.00129366106080207,6.35802516129032,0,2,7,NA,0,60,40.6,0.83899998664856,0.103216841816902,0.402858108282089,0.27207398,3.95799994468689,52,99.9,11,68.2,74,122.338395739199,72,82.5243902439024,62,4.3359284092312,21,75.3,62,323.8,650,99.9,91.7,98.7,3964,0.9,8,60.9,13,62.9,20,1,0,20.0350636225599,4.20435087443565,4.80663960182503
"67","FRO","Faroe_Islands","Europe & Central Asia",66,NA,NA,NA,NA,0.048497,NA,NA,NA,NA,34.7399698278226,NA,11.4462955662981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,34.7399698278226,73,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02625333862194,3.54789089229855
"68","GAB","Gabon","Sub-Saharan Africa",68,-0.8122834,72.0488818477495,NA,14.7433895003601,2.119275,33284,42242,NA,845752960.6347,8.22476423332169,NA,15.5558595298651,15.337845324735,NA,1.67494670600594,NA,72,37.0258696960045,3,40.4125,0.7518,0.71712,0,0,0.531,0.658,-0.021,0.702,1.824,0.838,NA,NA,NA,0,-0.375228737546226,3,3,295,1264,1329,295,0.00338983050847458,NA,0,NA,NA,NA,0,61,20.7,0.277999997138977,0.768959999084473,0.66744077205658,0.85749996,2.28299999237061,53,57.6,186,20,77,8.22476423332169,75,65.839,63,4.301360477051,189,6.1,63,40.6,630,82.3,40.4,40.9,359,0.7,156,11.2,178,20.6,86,8,0,3.56376591051185,0.751074049062963,2.10714963159886
"69","GBR","United_Kingdom","Europe & Central Asia",69,1.341884,61.7765075378058,NA,46.3303446112899,66.460344,5600012,6626046,18.9238084808675,81158909779.2008,274.708981936924,26.8304584761102,13.200978246274,0.322695836807796,NA,21.5331895948845,NA,73,17.6780820689573,8,32.9444444444444,0.32496,0.53119884,4,0.07,2.543,2.608,2.096,0.815,1.719,0.023,38.5650559999115,29.96146,NA,0,0.845140606609441,4,4,NA,NA,1513,1513,0.000660938532716457,7.4261,0,5,4,1,0,173,40.2,0.795000016689301,0.121059000492096,0.694402515888214,0.32448739,3.66499996185303,153,100,2,77.9,78,274.82739222089,76,81.1560975609756,185,4.5379504612625,6,87.3,186,282.5,280,99.9,90.5,99.1,3352,0.9,11,59.8,1,91.9,29,1,0,18.3960197377251,4.19660543895879,5.61571228982524
"70","GEO","Georgia","Europe & Central Asia",71,0.6145709,111.756014107845,27.5,14.2476089751488,3.726549,207660,346296,13.1539298716208,1218652826.35,65.2752020714511,28.909669509243,4.22024835167253,0.147968152713103,NA,NA,64.6377798676727,74,19.7952406005383,7,39.925,0.324558,0.518867952,2,0.11,0.674,1.771,2.055,0.871,1.129,0.168,0.971081987564332,8.81864,33.9425587467363,0,NA,1,1,NA,1692,211,211,0.004739336492891,NA,0,NA,NA,NA,0,63,37.6,0.554000020027161,0.492273986339569,0.654299080371857,0.49012578,3.38700008392334,55,25,43,52,79,65.2752020714511,77,73.414,64,2.039015009279,22,75,65,477.6,260,99.6,67.1,84.9,291,0.8,46,38.3,92,37.1,62,5,1,14.8651205176693,1.31548260432065,4.17861221027479
"71","GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","GHA","Ghana","Sub-Saharan Africa",73,-0.2102704,71.6781524271756,NA,5.1944390009745,29.767108,419525,493999,13.055024137914,2989035000,130.821429199262,18.4905668363887,1.45739715218881,2.96360877021415,59.520413782887,0.792048067340975,1.37697870145024,75,37.5960615850344,8,43.0857142857143,0.77635,0.653234,0,0,0.953,0.486,0.935,0.817,1.826,0.624,NA,4.96134,58.6984536082474,0,-0.376520782202939,NA,NA,NA,271,271,271,0.003690036900369,NA,0,NA,NA,NA,0,65,20.6,0.550000011920929,0.67333197593689,0.798675179481506,0.84605002,2.08100008964539,57,73.9,106,35.5,80,130.821429199262,78,63.463,66,2.926116903014,99,40.5,67,9.6,90,71.5,39.3,14.3,73,0.6,96,23.4,118,31.5,117,11,0,3.06890410717763,3.3934040255322,4.87383325740277
"73","GIB","Gibraltar","Europe & Central Asia",74,NA,NA,NA,NA,0.033718,NA,NA,NA,NA,3371.8,NA,34.3452214669274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1315,1315,0.000760456273764259,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,3371.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.38972345958853,8.1232020053817
"74","GIN","Guinea","Sub-Saharan Africa",77,-0.9709232,90.6283609158764,NA,2.49512751618809,12.414318,138502,224770,NA,352760000,50.5222122741332,14.8467358416306,1.81156655898875,0,2.28431612742755,NA,1.7142901320881,76,43.8501733445473,4,39.6,0.7,0.8,1,0.4,1.456,0.117,-2.076,0.357,-0.419,0.841,NA,25.3223329364278,NA,0,NA,3,NA,NA,214,2567,214,0.00467289719626168,NA,0,NA,NA,3809,1,69,18.6,0.20100000500679,0.73894202709198,0.264852285385132,0.66910005,1.62000000476837,61,0.2,126,32.7,82,50.5222122741332,79,60.706,72,2.811050649135,52,57.2,71,7.5,30,32,26.4,22,13,0.5,176,8,166,23,153,18,NA,2.92623404684816,2.5188504839031,3.92241308658951
"75","GMB","Gambia","Sub-Saharan Africa",76,-0.6234712,63.3647647572075,NA,2.14422505358703,2.280102,28884,30169,10.8918384469467,32957945.2678928,225.30652173913,NA,9.67088648285922,0,1.75799959015575,NA,7.08215127207408,77,44.2687450605107,4,44.1666666666667,0.7544,0.679393,0,0,1.362,1.339,-0.086,0.846,1.106,0.449,NA,NA,NA,0,-0.619584858491493,2,2,NA,630,756,630,0.00158730158730159,NA,0,NA,NA,NA,0,62,17,0.128000006079674,0.786401987075806,0.0969683974981308,0.76407897,1.42499995231628,54,99.9,118,34.2,83,225.30652173913,80,61.44,174,1.818830837499,107,36.9,64,10.7,110,42,35.7,41.7,14,0.5,95,23.5,104,34.2,142,15,0,2.58992799444937,0.824220178807792,5.41746179393061
"76","GNB","Guinea_Bissau","Sub-Saharan Africa",82,-1.48785,57.7908624548408,NA,1.94917757012701,1.874309,20356,32571,NA,20553776.349135,66.6539473684211,NA,1.21090371816247,0,NA,NA,NA,78,42.3391522075139,6,44.1,0.7722,0.680088,0,0,0.926,0.03,-2.19,0.645,-0.356,0.905,NA,NA,NA,0,NA,3,3,NA,NA,1094,1094,0.000914076782449726,NA,0,NA,NA,NA,0,70,19.1,0.321999996900559,0.808214008808136,0.612823724746704,0.81770003,2.64499998092651,62,1.6,187,20,84,66.6539473684211,81,57.673,73,2.85492767523,146,23.4,72,4.5,100,45.6,23.4,21.5,43,0.5,194,4.6,190,17.8,151,17,1,2.82381400292054,0.628240058163943,4.19951427020362
"77","GNQ","Equatorial_Guinea","Sub-Saharan Africa",78,-1.29438,104.514601741715,NA,20.3598451441929,1.308974,15621,16544,13.0528763537697,395884364.5524,46.6657397504456,NA,1.28097413201429,19.2304911809294,NA,NA,NA,79,37.1165988655245,-6,NA,0.25914,0.44437248,0,0,-1.111,-1.274,0.304,0.543,-2.179,0.829,NA,NA,NA,0,-0.987509823005338,1,1,994,1139,994,994,0.00100603621730382,NA,0,NA,NA,NA,0,53,20.6,0.046000000089407,0.346700012683868,0.119511097669601,NA,0.349999994039536,NA,NA,195,16.2,85,46.6657397504456,82,58.061,55,4.343420792257,190,4.4,55,25.2,210,95,49.3,74.5,197,0.6,193,5,191,17.6,126,12,1,2.45726805880025,0.26924362424005,3.84301027125348
"78","GRC","Greece","Europe & Central Asia",79,0.3382609,72.5197000538031,NA,29.7151224278718,10.731726,1031639,1292377,16.5319213461054,4025447788.57701,83.2562141194725,29.4044033550614,11.3423773738507,0.0130708225796104,NA,30.9848368816051,NA,80,14.0712448654023,10,33.2375,0.0778420000000001,0.14965556,1,0.01,2.12,1.734,1.762,0.722,1.142,0.311,107.514115594296,NA,NA,0,0.602200954019173,3,3,NA,NA,1213,1213,0.000824402308326463,6.7365,0,1,NA,NA,0,66,42.8,0.712000012397766,0.157630100846291,0.153030604124069,0.058666945,3.4760000705719,58,100,37,53.8,86,83.2247323506594,83,81.3878048780488,67,4.1237290460285,17,78.4,68,625.5,430,97.4,90.4,99,1374,0.9,50,37.6,66,44,44,3,1,21.655565935992,2.37320440111557,4.42192277015257
"79","GRD","Grenada","Latin America & Caribbean",70,-0.2529525,109.38288569644,NA,16.8248928963649,0.111454,4867,5857,NA,153748019.800794,327.805882352941,NA,6.60613152351978,0,NA,NA,NA,81,23.5612898594936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.831912504217225,1,1,NA,NA,1115,1115,0.000896860986547085,NA,0,NA,NA,NA,0,67,26.3,NA,0.266133993864059,0.589773178100586,NA,NA,59,7.4,157,27.5,87,327.805882352941,84,72.388,69,3.293828441239,160,18.6,69,66.8,370,98.6,58.5,78.3,308,0.8,159,10.3,136,28.4,NA,NA,0,9.62190679562869,-2.19414332926044,5.79242161109363
"80","GRL","Greenland","Europe & Central Asia",75,0.8380827,85.8493601386626,NA,NA,0.056025,NA,NA,NA,NA,0.136496528200755,NA,10.6948350122806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0.136496528200755,NA,NA,68,4.4740447015035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88195725929515,-1.99145609910729
"81","GTM","Guatemala","Latin America & Caribbean",80,-0.6820061,45.8054599652383,NA,8.44959203006676,17.247807,370834,459149,11.8899636633381,935617740,160.953779395297,16.5302406271128,0.46718767180629,0.124129202357205,3.98668142098921,3.15105712851878,59.1131857536847,82,34.4353953933618,8,45.12,0.504362,0.99382036,3,0.52,1.466,0.362,-0.327,0.579,0.161,0.737,NA,15.6,16.2442103529089,0,-0.996654688698862,4,4,NA,1192,1192,1192,0.000838926174496644,NA,0,NA,NA,NA,0,68,19.4,0.495000004768372,0.512199997901917,0.375324189662933,0.4928,2.61299991607666,60,30,125,32.7,89,160.953779395297,85,73.81,71,3.28682451749,63,50,70,89.7,60,81.3,51.5,67.4,172,0.7,155,11.4,154,25,87,8,1,4.81210741748212,2.84768500496083,5.08111723926656
"82","GUM","Guam","East Asia & Pacific",81,0.2727026,73.3614864864865,NA,NA,0.165768,7338,8991,NA,NA,306.977777777778,NA,44.7885334196663,0,NA,NA,NA,83,24.4637083152357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,237,237,0.00421940928270042,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,306.977777777778,86,79.631,70,3.265214209215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85051397133343,-1.79716605852736,5.7267753598786
"83","GUY","Guyana","Latin America & Caribbean",83,-0.2694839,82.5941243423119,NA,9.31214664957379,0.779004,22940,27306,10.1685405069275,1180405596.06866,3.95734823469647,NA,2.00551438236962,0,NA,NA,NA,84,28.214545202476,7,NA,0.681866,0.809994472,1,0.092,0.255,1.136,0.515,0.803,-0.008,0.515,NA,NA,NA,0,0.620369370666152,3,3,NA,NA,1817,1817,0.000550357732526142,NA,0,NA,NA,NA,0,71,22.6,0.456999987363815,0.619498014450073,0.787591814994812,0.61956298,3.17799997329712,63,23.8,137,31.7,91,3.95734823469647,87,69.624,74,3.275632466767,156,20.3,73,21.4,160,85.6,49.8,86.2,196,0.7,144,12.3,97,36.2,88,8,1,6.45003106530904,-0.249739098336382,1.37557416325601
"84","HND","Honduras","Latin America & Caribbean",85,-0.6206585,102.558376854398,39.1,5.672253309629,9.587522,202551,247164,12.9287543561924,1442587576.2096,85.6870319063366,14.2168226576168,0.3476135161844,0,2.71743333819519,12.6449287100257,54.2167610960566,87,31.7408815333097,7,48.4875,0.166728,0.31741536,2,0.086,0.584,0.057,-1.236,0.689,-0.224,0.85,NA,NA,25.6306767490277,0,-0.202403217908776,4,4,NA,625,625,625,0.0016,NA,0,NA,NA,NA,0,73,21.9,0.239999994635582,0.186700001358986,0.235716506838798,0.18501103,2.00699996948242,65,12,156,27.6,94,85.6870319063366,90,74.898,76,3.716250125018,136,27.7,75,39,70,89,46.5,79.8,184,0.6,147,12,144,26.5,76,7,1,4.69062808930191,2.26046246134524,4.45070149450775
"85","HRV","Croatia","Europe & Central Asia",86,0.4569183,101.878193392406,NA,27.6487391736788,4.087843,332998,502825,14.5543851219273,1212763554.01445,73.0493745532523,NA,13.6047139871854,0.233169240780372,57.5129301257952,30.0197337927516,24.569462541706,89,14.5119400058464,9,28.3625,0.17966754,0.32579649708,3,0.0148,1.655,0.687,1.212,0.907,0.808,0.401,12.2482664716863,NA,NA,0,-0.376520782202939,4,4,NA,1747,279,279,0.003584229390681,6.42860285714286,0,NA,NA,NA,0,41,42.6,0.639999985694885,0.369026005268097,0.444733113050461,0.37515497,3.19000005722046,37,97,38,53.3,96,73.0771979985704,92,77.8268292682927,43,2.7646862730083,31,72.3,44,312.6,560,99.1,86.9,97.5,1334,0.8,27,46.5,115,32.4,33,2,1,20.4465533534434,1.40801744707585,4.2911355762607
"86","HTI","Haiti","Latin America & Caribbean",87,-1.909054,75.5493840643663,NA,1.76717611999367,11.123176,244080,306461,NA,1.05e+08,403.59854862119,23.7051270248713,0.369048200333356,0,0.37097142559664,NA,19.1282607071096,90,33.242244257891,5,52.7666666666667,0,0,0,0,1.274,1.094,-2.209,0.528,-0.695,0.87,NA,NA,5.13610683102208,0,-0.206049557224587,5,NA,NA,619,NA,619,0.00161550888529887,NA,0,NA,NA,NA,0,72,22.2,0.24600000679493,0.0949999988079071,0.470365613698959,0.095000029,1.83000004291534,64,3.1,138,31.5,97,403.59854862119,93,63.29,75,4.013590028704,65,48.3,74,23.6,70,48.7,32.1,30.5,15,0.5,158,10.6,173,21.1,118,11,0,4.9494946407393,2.40903085955402,6.0004206923907
"87","HUN","Hungary","Europe & Central Asia",88,0.4873109,165.503988872482,NA,31.0729044219454,9.775564,706752,1166031,17.2567888275951,-65534350921.8198,107.981486799956,17.9989308033787,4.56246525249104,0.0968989783771539,NA,30.2632397917377,NA,91,14.4119922134424,10,27.5625,0.185,0.343,1,0.05,0.095,0.959,0.678,0.873,0.214,0.192,NA,28.12813,16.6160081053698,1,-0.375228737546226,3,3,NA,NA,758,758,0.00131926121372032,6.64627368421053,0,NA,NA,NA,0,74,40.6,0.517000019550323,0.152199998497963,0.524375021457672,0.18642402,2.88199996948242,67,100,35,54,98,107.906605545123,94,76.0634146341464,77,2.7878603854949,55,55.5,76,309.3,700,99.1,82.1,98,1293,0.8,56,36.6,33,52.2,6,0,1,19.1578000000818,2.27988580241667,4.68195979391146
"88","IDN","Indonesia","East Asia & Pacific",89,0.1798754,43.0216641190178,30.4,11.3695145343192,267.663435,7095983,8581490,18.5617818059065,18909826043.5105,147.75219008926,13.3834074123722,0.127675543243526,0.833944964021027,8.17875443870597,NA,48.740227165522,96,26.5511973052634,9,46.2111111111111,0.73376162,0.657543202168,4,0.0692,2.758,0.341,-0.492,0.702,1.569,0.624,NA,41.09962,NA,0,1.51222266513255,4,NA,NA,1498,1498,1498,0.000667556742323097,NA,0,NA,2,NA,0,77,27.8,0.545000016689301,0.73513400554657,0.234026595950127,0.76578385,2.38499999046326,70,59,30,56.6,103,147.75219008926,99,71.282,80,3.98491589528,37,68.1,79,20.1,120,95.4,44.5,67.9,162,0.7,42,39.4,30,54.3,89,8,1,5.85715901015766,5.5897303517313,4.9955364791155
"89","IMN","Isle_of_Man","Europe & Central Asia",92,NA,NA,NA,NA,0.084077,NA,NA,NA,NA,147.50350877193,NA,51.516290726817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,147.50350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47602223335447,4.99385196378121
"90","IND","India","South Asia",93,0.2830485,43.3776530853232,NA,6.53789783564094,1352.617328,40199344,43391833,18.9155942703817,42117450737.2644,454.938072575247,15.4350806157941,0.399752709149401,0.322350870613227,17.6635167975397,0.180901966394837,93.2498256011149,98,27.0533018530221,9,47.3666666666667,0.87842752,0.39341005292,7,0.1265,0.601,-0.684,-0.94,0.796,0.477,0.402,NA,32.95383,50.3917860037828,1,0.267640224093715,4,4,295,858,1511,295,0.00338983050847458,NA,0,NA,3,NA,0,76,26.4,0.469999998807907,0.418199986219406,0.32602259516716,0.81098861,2.71900010108948,69,12.5,57,46.5,106,454.938072575247,101,69.165,79,3.018352798177,67,47.4,78,75.8,70,69.3,41.2,44.2,61,0.6,36,42.7,32,52.4,119,11,1,6.17995757333666,7.20979675594153,6.1201613054577
"91","IRL","Ireland","Europe & Central Asia",90,1.420338,211.511074359352,NA,83.470744033979,4.867309,316661,358243,18.937082595621,64535780983.1594,70.6533459137756,24.6835777223102,15.9169365666588,0,NA,16.8870819502735,NA,99,21.4064195870662,10,29.925,0,0,0,0,2.487,2.707,1.665,0.854,2.638,0.057,11.2008497009892,NA,NA,0,0.17625063575964,7,7,1846,2055,1815,1815,0.000550964187327824,6.4372,0,NA,1,NA,0,80,35.3,0.769999980926514,0.120635002851486,0.154978901147842,0.17099994,3.62400007247925,72,100,23,59,107,70.452983016403,102,81.9560975609756,83,4.516441139195,18,78,82,296.1,280,99.9,94.6,92.2,3819,0.9,41,40.2,62,45.1,7,0,1,13.8660602809479,1.58254121763813,4.25778546701516
"92","IRN","Iran","Middle East & North Africa",95,-0.4302173,NA,NA,NA,81.800269,2626840,2432221,17.0582932199638,3480333000,50.222420123284,25.9887213818331,3.44639753479213,15.3437989277945,NA,NA,NA,100,24.4765586602319,-7,37.6857142857143,0.66757228,0.739471426544,4,0.0146,1.027,-0.302,0.394,0.713,-0.207,0.693,NA,10.53618,NA,0,-0.205300891056403,3,NA,NA,434,1442,434,0.00230414746543779,NA,0,6,NA,NA,0,78,28.5,0.158999994397163,0.66839998960495,0.115195401012898,0.6688,1.45799994468689,71,90,97,37.7,108,50.222420123284,103,76.271,81,3.577294022314,104,37.7,80,149.1,150,85.5,71.8,88.3,853,0.8,62,34.6,109,33.7,97,9,0,6.18465081086714,4.40428053211185,3.91646154299612
"93","IRQ","Iraq","Middle East & North Africa",94,-1.320548,79.9178311813097,NA,10.6601858283564,38.4336,574380,703001,14.5455039038998,-4885100000,88.5305700354617,25.0774660713542,0.9715760982742,37.7823442061583,26.3644655457086,0.000163267852843483,75.7725532300539,101,38.3865654011074,6,31.14,0.546068,0.79418008,3,0.196,1.77,-0.695,-0.654,0.693,-0.208,0.822,NA,30,39.7224631396357,0,NA,6,NA,NA,NA,792,792,0.00126262626262626,NA,0,NA,NA,NA,0,79,19.7,0.287000000476837,0.368910014629364,0.484367787837982,0.54896104,1.98699998855591,NA,NA,167,25.8,109,88.5305700354617,104,70.294,82,3.703422128552,88,42.2,81,85.4,140,43.7,51.1,85.7,154,0.7,151,11.8,183,19.5,154,18,1,3.32360486657508,3.64893207700434,4.48334791649821
"94","ISL","Iceland","Europe & Central Asia",96,1.465655,91.3494442636095,NA,56.5917160157098,0.352721,24836,27349,15.8721620633798,-612404228.095521,3.51841396508728,NA,11.3901495029218,0,NA,8.66802012534204,NA,102,19.8323201064408,NA,25.1833333333333,0,0,0,0,2.333,1.134,2.386,0.902,2.238,0.027,30.872530707939,NA,NA,0,0.208983076378688,4,NA,NA,108,591,108,0.00925925925925926,4.94527428571429,1,NA,NA,NA,0,75,35.5,0.796000003814697,0.0797960013151169,0.19132649898529,NA,3.66300010681152,68,100,58,46.3,110,3.52692269326683,105,82.2048780487805,78,4.4145321287754,105,37.2,77,379.1,320,99.9,97.1,98.8,3460,0.9,28,46.4,67,44,NA,NA,1,14.7949796014414,-1.04207790282647,1.25801030996899
"95","ISR","Israel","Middle East & North Africa",91,1.208207,58.4646316313834,NA,39.5432202459956,8.8828,473545,590349,15.8175814646359,20788600000,410.480591497227,57.930157157653,24.9469000386407,0.00175051790628458,NA,17.4454746809867,NA,103,27.9252464589938,6,35.9625,0.7736,0.678184,1,0.12,2.077,1.543,2.149,0.808,1.788,0.181,39.4410668222391,NA,NA,1,NA,2,2,NA,NA,1452,1452,0.00068870523415978,6.75846097560976,0,NA,NA,NA,0,81,30.1,0.578000009059906,0.343593716621399,0.34685429930687,0.52553296,3.3529999256134,73,100,54,47.3,111,410.526802218115,106,82.6024390243903,84,4.7482300102025,58,52.4,83,357.6,310,99.9,84.8,100,1777,0.9,37,42.2,84,39.9,77,7,1,11.9770117530508,2.18411682261797,6.01732864762182
"96","ITA","Italy","Europe & Central Asia",97,0.4138835,60.4077813942892,NA,42.188506869234,60.42176,5961868,7785219,17.1344284984396,39613297744.1484,205.418372203713,18.7441544238367,9.6807677420957,0.0394712461123944,NA,33.0728783436534,NA,104,13.3291160906398,10,33.4,0.124528,0.232176776,4,0.038,2.175,2.259,2.24,0.896,1.657,0.199,21.6735780635095,28.25203,NA,1,1.29815435780709,4,NA,1115,NA,1115,1115,0.000896860986547085,NA,0,1,4,1,0,82,44.3,0.773000001907349,0.114519000053406,0.302656590938568,0.039599955,3.54699993133545,74,100,31,56.2,112,205.450747943156,107,83.2439024390244,85,4.0548110523589,16,78.5,84,402.1,340,98.8,94.9,99.3,2552,0.9,54,36.8,51,47.5,22,1,1,22.7518811103814,4.10134930496161,5.32504873947159
"97","JAM","Jamaica","Latin America & Caribbean",99,0.4967112,89.0263817389479,NA,9.73798165571679,2.934855,125125,133045,12.1059885848677,774620603.11409,270.993074792244,NA,0.829367046917036,0,4.3422880963409,NA,54.967577582214,105,23.7500966830639,9,40.95,0,0,0,0,2.198,1.661,1.345,0.873,1.604,0.124,NA,NA,NA,0,NA,4,4,NA,NA,354,354,0.00282485875706215,NA,0,NA,NA,NA,0,83,27.7,0.700999975204468,0.412894010543823,0.615960597991943,0.16640192,3.1489999294281,75,20.1,148,29,113,270.993074792244,108,74.267,86,3.3207603689823,143,24.3,85,47.2,170,88.1,62,85.4,324,0.7,161,10,156,24.7,45,3,0,8.79668671876464,1.07665804831178,5.60209326628102
"98","JEY","Jersey",NA,98,1.259951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","JOR","Jordan","Middle East & North Africa",100,0.112718,90.197443855468,NA,9.85392721328067,9.956011,179856,203118,15.0345116694597,949859154.929577,112.14249831043,20.7370401659862,40.9771116038916,0.000869958084578267,28.234611765928,0.134385402539761,65.6779726355497,106,34.2454902091433,-3,36.3,0.5848,0.90368,1,0.06,0.338,0.187,0.998,0.761,1.047,0.471,NA,13.25,55.5555555555556,0,-0.616687185343867,1,1,NA,NA,203,203,0.00492610837438424,NA,0,28,NA,NA,0,85,23.4,0.204999998211861,0.592599987983704,0.0659423992037773,0.509175,2.47300004959106,77,75,80,42.1,114,112.14249831043,109,74.292,88,2.697290824098,83,42.9,87,342.6,140,97.9,70.2,96.7,313,0.7,79,27.8,50,47.8,78,7,NA,3.84666107741343,2.29817648936613,4.71977036894237
"100","JPN","Japan","East Asia & Pacific",101,1.675817,36.6411615790384,NA,41.2059647146101,126.5291,15185127,19708026,18.6548633639227,24605910854.4883,347.073458415624,64.6280420867611,1.61477505702794,0.00203862836216945,NA,0.679821016087179,NA,107,12.6968488090205,10,32.15,0.04140272,0.0811287366400001,3,0.0122,1.883,1.219,2.826,0.888,2.424,0.03,NA,35.93942,27.4238227146814,0,0.678243843334332,3,3,872,NA,599,599,0.00166944908180301,7.80647451612903,0,NA,NA,NA,0,84,45.9,0.708999991416931,0.0119279995560646,0.540634512901306,0.011963964,3.71499991416931,76,100,21,59.8,115,347.073458415624,110,84.099756097561,87,3.7491687516534,35,70.1,86,236.7,1340,99.9,94.1,100,3839,0.9,26,46.6,31,53.6,23,1,1,27.5771763175428,4.84047232123823,5.84953645326474
